score<Pub. year>	score<Application year>	score<Earliest priority year>	score<Cited by patents>	score<Cites patents>	score<Simple family size>	score<Extended family size>	score<NPL citations>
2023	2022	2021	0	8	4	4	0
2023	2022	2021	4	0	2	2	0
2024	2022	2021	0	3	6	6	0
2017	2015	2015	2	21	2	2	9
2024	2022	2021	2	14	4	4	0
2016	2014	2009	13	104	14	14	33
2024	2022	2022	0	3	2	8	5
2021	2019	2019	2	1	2	2	38
2022	2021	2021	3	11	2	2	11
2016	2015	2014	11	5	2	2	0
2020	2019	2019	11	0	2	2	0
2016	2015	2014	2	5	2	2	0
2023	2023	2021	2	6	2	5	0
2019	2018	2017	5	1	10	10	2
2016	2012	2011	10	7	2	2	17
2023	2022	2021	1	5	7	7	2
2019	2018	2018	9	50	2	2	0
2025	2023	2023	0	9	1	1	8
2024	2023	2012	0	0	21	21	0
2018	2017	2013	1	4	8	8	2
2017	2003	2002	1	11	13	1385	2
2025	2022	2021	0	0	9	9	0
2021	2019	2013	5	89	25	51	36
2017	2014	2013	6	4	8	8	0
2017	2017	2013	8	0	8	8	0
2025	2025	2024	0	5	2	2	5
2020	2018	2017	11	112	20	22	19
2016	2014	2013	11	2	6	6	0
2016	2014	2012	0	35	12	12	8
2018	2014	2014	0	18	5	5	15
2025	2025	2025	0	0	1	1	0
2017	2009	2009	1	14	7	7	0
2025	2025	2024	0	0	4	12	0
2023	2016	2015	1	5	15	15	6
2022	2021	2020	1	33	5	5	34
2019	2019	2009	4	11	13	13	0
2025	2023	2021	0	16	2	5	0
2024	2024	2023	1	1	2	2	0
2025	2024	2008	0	113	26	26	75
2019	2019	2017	5	12	5	5	8
2022	2022	2015	1	10	13	13	0
2018	2017	2016	41	5	3	3	0
2025	2024	2024	2	13	6	12	1
2019	2019	2017	6	0	5	5	0
2023	2022	2022	2	5	1	1	0
2025	2025	2024	0	4	3	3	3
2023	2022	2022	0	4	2	14	0
2022	2021	2019	6	2	4	4	0
2018	2017	2016	1	13	3	3	10
2023	2022	2022	0	20	1	1	0
2018	2017	2017	9	0	5	5	0
2025	2024	2024	0	4	3	3	3
2019	2015	2014	2	3	6	6	7
2025	2023	2023	2	4	2	2	0
2023	2022	2015	3	19	13	13	0
2022	2020	2020	4	20	5	5	0
2022	2020	2020	5	1	6	6	0
2025	2024	2024	0	3	1	1	0
2024	2023	2023	0	0	2	2	0
2025	2024	2021	4	199	27	91	132
2019	2019	2018	21	0	4	4	0
2018	2017	2016	4	4	3	3	0
2023	2021	2021	0	5	8	8	0
2025	2024	2023	0	0	5	5	0
2025	2025	2024	0	7	4	4	0
2025	2025	2024	0	0	4	4	0
2025	2025	2024	0	3	4	4	1
2024	2023	2022	1	1	3	3	4
2017	2015	2014	8	7	28	51	0
2016	2015	2014	7	5	28	51	1
2018	2015	2014	5	8	28	51	0
2018	2017	2016	0	0	10	10	0
2022	2021	2020	19	11	11	14	2
2024	2023	2022	3	9	1	1	0
2016	2014	2014	1	0	1	1	0
2018	2017	2016	31	9	10	10	0
2024	2019	2018	0	3	11	11	2
2021	2020	2020	6	2	4	4	0
2025	2024	2023	0	4	4	4	0
2022	2021	2021	0	33	4	4	17
2021	2021	2018	3	10	8	8	0
2017	2015	2014	2	3	9	9	1
2025	2024	2023	0	5	2	2	20
2020	2012	2011	1	16	4	4	20
2018	2018	2017	15	20	2	2	0
2021	2021	2020	1	5	4	4	0
2021	2020	2019	18	20	13	17	0
2019	2017	2016	2	2	6	6	4
2023	2020	2016	0	88	2	9	60
2023	2023	2022	18	0	25	35	0
2023	2022	2021	1	0	4	4	0
2023	2022	2021	0	4	8	8	0
2025	2025	2020	0	0	9	9	0
2022	2022	2021	24	3	9	9	1
2024	2022	2022	0	1	1	1	0
2024	2022	2021	2	2284	9	9	197
2023	2023	2022	2	0	2	2	0
2024	2024	2023	0	1	4	4	3
2024	2023	2022	1	0	3	3	0
2023	2023	2022	0	5	2	2	0
2018	2017	2014	0	24	3	3	1
2020	2020	2014	0	0	3	3	0
2024	2023	2022	0	16	6	6	1
2024	2024	2023	0	1	3	3	8
2024	2024	2023	0	6	3	3	0
2020	2020	2019	78	26	13	17	33
2023	2021	2017	1	35	16	16	21
2020	2019	2019	24	0	4	4	0
2021	2016	2015	0	27	4	4	1
2022	2013	2012	0	6	66	66	2
2022	2020	2020	20	11	4	12	4
2023	2018	2017	0	11	1	1	4
2023	2021	2020	1	10	5	29	0
2017	2015	2014	155	4	1	56	0
2023	2023	2023	7	5	1	1	0
2024	2020	2019	2	59	13	17	42
2017	2015	2015	1	6	8	8	1
2024	2023	2022	2	7	2	2	0
2018	2016	2016	9	5	1	1	5
2018	2016	2015	0	8	2	2	0
2024	2023	2020	5	17	5	124	0
2025	2024	2020	1	0	5	124	0
2022	2017	2016	0	65	10	48	28
2022	2022	2016	0	3	10	48	0
2018	2006	2005	6	3	7	7	1
2021	2019	2015	2	4	13	13	0
2016	2011	2011	0	9	2	2	0
2021	2021	2020	1	2	27	27	2
2019	2017	2017	38	115	6	6	0
2024	2022	2016	0	73	10	48	33
2020	2020	2019	9	65	2	5	3
2021	2021	2020	1	6	5	29	2
2018	2017	2016	8	15	10	48	0
2016	2003	2002	0	9	5	5	2
2019	2018	2017	13	4	9	9	8
2024	2023	2016	0	72	10	48	33
2019	2017	2016	6	4	10	48	1
2023	2023	2016	4	0	10	48	0
2019	2019	2017	2	8	9	9	0
2020	2019	2015	1	6	13	13	0
2023	2022	2021	0	0	10	16	0
2019	2007	2006	0	6	19	19	4
2019	2019	2018	7	0	1	1	0
2024	2023	2023	0	27	2	2	2
2023	2020	2019	0	13	12	12	5
2016	2016	2015	6	3	2	2	0
2024	2023	2019	0	4	3	3	0
2025	2023	2022	0	1	1	31	0
2025	2021	2016	0	35	5	5	22
2016	2016	2013	113	4	2	10	0
2016	2013	2013	1	18	6	6	1
2017	2016	2013	85	0	2	10	0
2025	2022	2022	0	1	7	7	1
2025	2024	2022	6	201	4	14	114
2019	2017	2017	6	10	5	5	8
2020	2020	2020	3	12	2	2	6
2018	2017	2016	5	7	3	3	8
2022	2017	2016	2	26	5	5	22
2022	2021	2021	1	8	2	2	0
2020	2020	2019	5	12	42	42	1
2023	2023	2011	55	0	2	2	0
2017	2013	2013	0	6	6	6	0
2025	2024	2011	0	0	2	2	0
2019	2018	2017	0	7	4	4	4
2022	2020	2017	4	7	9	9	0
2019	2015	2014	1	5	8	8	5
2024	2020	2019	0	19	8	8	21
2020	2010	2009	0	1	22	22	2
2020	2018	2017	0	0	4	4	0
2025	2023	2023	0	3	2	2	1
2019	2018	2017	11	0	4	4	0
2016	2012	2012	0	1	6	6	2
2021	2020	2017	0	0	9	9	0
2025	2024	2020	0	0	4	4	0
2016	2013	2012	1	10	21	23	23
2022	2020	2019	1	9	6	6	0
2025	2022	2021	0	15	10	16	32
2018	2016	2016	27	26	6	6	2
2024	2023	2022	4	4	6	6	0
2025	2018	2017	0	9	13	16	1
2020	2013	2012	0	69	21	21	12
2017	2015	2015	7	13	10	12	11
2025	2024	2023	0	3	2	2	1
2018	2017	2016	15	2	6	6	0
2022	2020	2019	1	0	6	6	0
2025	2024	2023	0	12	4	4	10
2025	2025	2024	3	6	2	12	0
2023	2022	2021	10	3	4	4	0
2021	2020	2020	37	13	10	10	10
2025	2025	2024	0	4	2	12	0
2019	2017	2016	13	0	7	7	0
2018	2017	2016	8	5	7	7	1
2019	2018	2017	5	5	6	6	0
2025	2023	2023	0	3	3	3	0
2020	2018	2017	10	122	20	22	19
2024	2023	2022	0	3	6	8	2
2023	2020	2019	1	2	4	4	1
2021	2019	2018	2	5	1	1	0
2025	2024	2023	0	0	3	3	0
2023	2022	2022	0	1	7	7	20
2025	2023	2022	0	17	6	6	1
2021	2020	2012	0	4	21	21	1
2023	2021	2020	2	1	6	6	2
2018	2015	2014	5	19	5	5	1
2020	2019	2017	1	8	9	9	0
2025	2025	2025	0	4	2	2	1
2019	2014	2013	0	7	7	7	0
2023	2023	2022	0	1	7	7	20
2025	2025	2025	0	7	2	2	0
2021	2021	2020	3	4	1	1	2
2019	2018	2015	0	7	13	13	0
2025	2023	2022	1	0	7	7	0
2022	2021	2021	1	2	3	3	0
2020	2018	2015	2	7	13	13	0
2025	2025	2024	0	5	1	1	0
2021	2019	2017	10	122	2	22	20
2017	2016	2016	1	0	6	6	3
2017	2016	2015	2	2	3	3	4
2018	2017	2016	40	7	6	6	0
2017	2017	2011	54	40	11	11	0
2022	2021	2020	0	3	3	3	1
2023	2022	2021	0	4	9	9	2
2021	2019	2019	0	32	2	4	5
2022	2016	2015	0	12	3	3	15
2023	2023	2022	7	0	6	6	0
2022	2020	2020	2	5	11	11	0
2025	2024	2023	0	0	2	2	8
2023	2023	2022	0	0	6	6	0
2023	2021	2020	48	126	13	14	63
2022	2020	2020	2	15	11	11	2
2017	2017	2014	4	5	10	10	0
2016	2011	2011	1	21	3	3	0
2020	2019	2019	10	0	2	4	0
2022	2020	2019	1	9	4	4	0
2024	2020	2018	2	57	8	10	22
2019	2016	2016	1	12	6	6	5
2022	2021	2020	0	8	11	11	1
2025	2025	2024	0	5	1	1	0
2020	2019	2018	4	14	6	6	30
2025	2025	2024	0	3	5	5	0
2021	2019	2018	0	0	8	8	0
2025	2022	2021	0	199	27	91	132
2021	2017	2016	1	0	7	7	0
2022	2017	2016	0	11	7	7	8
2022	2020	2020	0	10	3	3	0
2016	2015	2014	0	4	7	7	4
2024	2020	2019	0	4	42	42	1
2023	2023	2022	2	4	1	1	0
2022	2017	2016	0	19	6	6	3
2020	2017	2011	2	30	4	5	31
2024	2024	2023	0	3	3	6	1
2021	2017	2012	7	93	12	12	101
2017	2017	2016	0	0	6	6	3
2020	2018	2017	8	122	20	22	19
2020	2018	2017	2	0	9	9	0
2016	2014	2013	8	7	26	26	0
2019	2017	2016	4	11	6	6	0
2022	2020	2016	9	41	6	96	5
2017	2016	2015	5	0	4	4	0
2018	2016	2015	0	6	4	4	0
2024	2023	2022	0	7	11	11	19
2018	2015	2014	0	28	7	7	13
2019	2011	2011	0	2	4	4	2
2022	2022	2021	2	14	6	6	2
2017	2015	2015	0	0	10	12	0
2017	2015	2014	4	3	5	5	0
2018	2017	2015	2	5	13	13	0
2023	2023	2019	0	1	6	6	0
2022	2020	2019	3	9	6	6	3
2016	2014	2013	26	68	1	1	31
2020	2020	2019	0	5	6	6	0
2018	2017	2015	5	5	13	13	0
2018	2016	2013	9	146	2	2	84
2016	2015	2014	19	0	2	2	0
2019	2018	2017	24	108	6	6	0
2020	2017	2016	4	24	7	9	18
2018	2017	2016	10	0	2	2	0
2016	2002	2001	0	6	7	208	11
2025	2024	2024	0	0	5	5	0
2017	2016	2016	44	18	1	1	7
2025	2023	2022	0	2	1	31	0
2016	2012	2011	3	25	4	4	2
2021	2018	2017	0	30	4	4	12
2021	2019	2016	1	3	6	6	0
2020	2010	2009	0	14	15	28	0
2019	2018	2017	76	6	20	22	0
2016	2014	2013	13	14	7	7	1
2022	2020	2012	3	92	12	12	110
2016	2015	2015	12	7	2	2	0
2017	2016	2015	0	3	10	12	3
2025	2017	2016	0	2	6	6	0
2021	2020	2019	0	6	4	4	0
2017	2016	2015	15	15	14	14	6
2020	2017	2014	15	945	2	56	277
2024	2022	2022	0	7	2	6	3
2020	2017	2016	16	16	6	6	2
2023	2022	2021	2	0	3	3	0
2024	2020	2019	2	21	12	12	5
2020	2017	2014	0	26	10	10	8
2025	2022	2021	0	27	3	3	33
2020	2020	2019	5	3	12	12	0
2019	2019	2018	6	0	3	3	0
2025	2020	2019	0	111	12	12	3
2021	2019	2018	0	10	4	4	11
2021	2019	2018	0	5	3	3	0
2022	2020	2019	0	6	12	12	0
2019	2018	2018	36	14	3	3	0
2020	2018	2016	11	26	26	26	6
2017	2017	2014	9	2	10	10	0
2018	2018	2017	6	0	3	3	0
2025	2025	2020	0	0	3	124	0
2020	2018	2018	2	9	4	4	10
2018	2016	2016	13	0	6	6	0
2025	2024	2023	0	0	2	2	0
2024	2020	2020	0	4	4	4	9
2020	2019	2017	0	6	3	3	0
2023	2019	2018	0	3	12	12	2
2022	2020	2020	7	4	4	4	0
2019	2018	2017	2	5	3	3	0
2022	2020	2020	9	4	2	2	4
2016	2014	2009	10	102	14	14	34
2018	2016	2014	0	16	2	6	4
2025	2022	2022	1	50	7	7	4
2024	2022	2022	1	9	7	7	0
2025	2023	2017	2	20	6	6	8
2021	2020	2019	0	5	4	4	0
2016	2009	2009	2	29	12	12	15
2024	2023	2023	0	0	3	3	0
2018	2011	2011	1	13	7	7	0
2020	2020	2016	1	0	6	6	0
2024	2019	2018	0	7	16	16	1
2024	2023	2022	0	0	2	2	0
2024	2022	2021	0	0	27	91	3
2022	2022	2021	2	0	5	5	0
2018	2016	2012	20	16	7	7	19
2025	2022	2021	0	7	3	3	0
2025	2025	2022	0	0	3	6	0
2023	2022	2021	1	21	4	124	0
2017	2015	2015	4	7	17	21	1
2017	2012	2011	4	3	3	3	5
2016	2015	2003	12	6	1	2	1
2017	2014	2014	5	16	5	5	1
2025	2024	2022	0	12	11	11	22
2016	2014	2014	14	16	4	6	4
2025	2024	2024	0	0	1	1	0
2017	2015	2015	26	1	17	21	0
2019	2016	2015	3	165	4	4	17
2024	2022	2021	1	23	10	11	7
2022	2018	2017	0	8	3	3	43
2025	2022	2021	0	107	4	10	66
2024	2023	2022	0	1	7	7	3
2016	2016	2009	7	0	14	14	0
2017	2016	2015	1	6	17	21	0
2023	2023	2022	0	0	4	12	0
2025	2024	2023	0	0	4	4	0
2025	2024	2012	0	0	21	21	0
2017	2009	2008	0	0	6	6	1
2022	2022	2020	16	7	2	12	1
2019	2014	2014	0	4	5	5	0
2019	2018	2013	0	25	26	26	20
2019	2019	2016	0	4	6	6	0
2020	2020	2012	13	0	12	12	0
2023	2020	2019	6	2	6	6	1
2018	2018	2013	4	4	26	26	0
2017	2016	2016	2	3	1	1	0
2017	2015	2014	2	42	9	9	10
2022	2020	2019	2	8	2	4	3
2019	2019	2018	2	0	8	8	0
2019	2019	2018	0	5	8	8	1
2021	2019	2019	0	0	6	6	0
2018	2017	2012	9	0	12	12	0
2017	2017	2016	1	0	4	4	0
2016	2013	2012	19	0	66	66	0
2024	2017	2016	0	1	15	15	1
2016	2015	2014	3	12	9	9	2
2016	2014	2014	0	4	5	5	0
2022	2014	2013	0	0	6	6	3
2025	2022	2021	0	36	9	9	6
2024	2021	2021	1	56	6	6	14
2022	2022	2021	10	15	5	5	0
2018	2012	2012	0	1	6	6	2
2017	2014	2014	0	5	5	5	0
2020	2017	2016	549	0	29	29	0
2023	2023	2020	5	0	6	6	0
2021	2019	2018	4	0	3	3	0
2019	2019	2018	0	6	3	3	0
2023	2013	2012	0	1	11	11	0
2017	2016	2015	3	2	3	3	1
2017	2017	2016	37	2	6	6	2
2022	2020	2019	5	9	42	42	0
2020	2013	2012	0	1	7	7	1
2022	2021	2019	0	5	7	7	0
2021	2021	2020	22	6	10	10	1
2020	2020	2019	10	9	42	42	2
2025	2024	2023	0	3	1	1	0
2017	2013	2012	16	22	12	12	9
2019	2018	2011	4	0	11	11	0
2021	2019	2019	6	270	14	15	58
2017	2014	2013	0	0	26	26	0
2021	2020	2016	1	4	6	6	0
2022	2021	2020	1	4	2	2	1
2020	2020	2019	13	0	7	7	0
2018	2016	2015	1	4	3	3	1
2017	2013	2013	21	14	2	2	2
2022	2022	2021	0	7	6	6	0
2017	2016	2013	3	15	2	2	2
2024	2023	2022	0	12	6	6	2
2020	2020	2019	0	4	7	7	1
2024	2019	2018	0	19	9	9	7
2016	2014	2011	3	5	3	3	4
2025	2024	2024	3	7	6	12	0
2023	2021	2021	0	56	2	2	0
2017	2016	2015	2	2	3	3	2
2025	2020	2019	0	28	42	42	26
2020	2018	2016	2	6	21	21	0
2025	2023	2022	0	5	2	31	0
2021	2016	2015	0	1	5	5	0
2019	2019	2017	53	9	6	6	0
2023	2020	2020	1	0	4	4	0
2025	2024	2024	0	1	3	8	2
2018	2018	2016	2	11	21	21	0
2017	2016	2015	8	0	13	13	0
2024	2024	2019	0	2	6	6	0
2019	2018	2016	0	6	21	21	0
2023	2023	2022	3	5	1	1	0
2018	2016	2015	2	5	13	13	0
2019	2018	2016	0	9	21	21	0
2021	2021	2020	26	1	2	2	1
2023	2022	2021	3	2	9	9	2
2018	2018	2016	2	6	21	21	0
2020	2019	2019	2	8	1	1	0
2025	2024	2023	0	0	1	1	2
2018	2018	2016	3	0	21	21	0
2018	2017	2015	7	2	3	3	0
2025	2023	2023	0	5	1	1	0
2020	2015	2014	0	13	8	8	1
2016	2015	2014	6	5	8	8	2
2022	2021	2020	9	38	1	1	11
2017	2015	2014	18	12	8	8	0
2019	2015	2014	0	3	8	8	0
2018	2017	2015	3	5	3	3	5
2024	2023	2023	0	5	1	1	0
2025	2023	2023	0	9	2	2	0
2018	2013	2012	0	12	12	12	4
2020	2019	2017	1	134	6	6	9
2017	2016	2016	10	0	5	5	0
2022	2020	2019	2	6	12	12	0
2022	2019	2019	2	275	14	15	59
2019	2018	2016	0	1	5	5	0
2018	2018	2016	0	0	5	5	0
2019	2018	2016	0	10	21	21	0
2018	2018	2016	0	10	21	21	0
2025	2024	2024	2	14	6	12	1
2021	2020	2019	22	5	13	17	0
2020	2020	2019	1	6	12	12	22
2018	2016	2016	1	4	5	5	0
2021	2019	2018	2	270	6	6	58
2025	2022	2021	0	0	5	8	0
2018	2016	2015	5	2	5	5	0
2025	2023	2023	0	4	3	3	0
2018	2018	2016	0	9	21	21	0
2023	2021	2020	3	6	2	2	6
2022	2020	2020	0	40	2	2	6
2025	2024	2023	0	1	3	3	0
2019	2018	2016	0	9	21	21	0
2016	2015	2014	2	6	9	9	1
2023	2022	2021	10	1	9	9	0
2016	2015	2014	0	7	5	5	3
2016	2015	2014	5	5	5	5	1
2021	2018	2015	15	245	44	46	64
2024	2023	2022	1	0	3	3	4
2016	2013	2013	3	0	3	3	0
2023	2022	2022	0	5	6	6	3
2017	2017	2016	7	2	3	3	2
2022	2021	2021	7	7	2	2	0
2017	2017	2016	35	5	3	3	0
2022	2020	2019	1	42	13	17	40
2016	2016	2015	2	15	5	5	8
2024	2023	2022	3	0	11	11	1
2023	2022	2022	0	6	3	3	0
2024	2019	2018	1	13	12	12	3
2025	2024	2023	0	2	3	3	0
2023	2022	2021	1	1	5	8	11
2023	2020	2020	2	8	2	2	3
2017	2017	2016	6	4	23	23	2
2018	2017	2016	2	12	21	21	2
2021	2017	2016	1	0	23	23	0
2023	2022	2014	0	10	6	22	0
2017	2017	2016	2	3	21	21	0
2017	2017	2016	26	4	21	21	0
2023	2022	2021	1	0	3	3	0
2023	2022	2021	3	5	3	3	0
2017	2013	2013	2	11	3	3	2
2025	2024	2023	0	0	2	2	0
2024	2023	2022	0	0	7	7	0
2024	2023	2022	0	0	2	31	0
2020	2019	2017	19	0	3	3	0
2024	2023	2022	4	0	7	7	0
2021	2019	2017	1	23	3	3	5
2024	2024	2023	0	1	3	3	1
2023	2022	2021	4	17	10	11	3
2023	2022	2021	6	0	10	11	0
2025	2023	2022	0	0	5	5	0
2024	2024	2018	2	2	7	7	0
2019	2018	2017	18	3	20	22	0
2024	2023	2023	0	0	3	3	0
2019	2018	2017	2	16	3	3	5
2025	2025	2025	0	0	1	1	0
2022	2021	2020	0	10	4	4	0
2025	2024	2019	0	6	2	2	0
2019	2014	2014	0	0	5	5	1
2021	2020	2020	10	5	2	2	0
2019	2019	2017	0	2	5	5	0
2016	2015	2012	0	3	4	4	0
2024	2020	2020	0	15	2	2	2
2020	2019	2017	77	0	2	22	0
2017	2017	2015	2	1	10	10	0
2021	2020	2019	10	3	2	3	0
2018	2017	2016	3	5	5	5	0
2017	2016	2015	10	1	5	5	10
2023	2023	2022	0	8	6	6	2
2020	2017	2016	0	8	4	4	21
2018	2017	2015	0	4	10	10	2
2024	2022	2016	8	43	29	29	158
2022	2021	2016	0	8	5	5	0
2016	2010	2009	9	25	11	11	3
2017	2014	2013	4	5	4	4	10
2019	2017	2016	5	10	5	5	0
2022	2021	2015	0	10	13	13	97
2018	2017	2016	2	4	6	6	0
2020	2020	2016	0	7	8	96	0
2023	2020	2020	3	71	3	3	278
2024	2022	2021	0	6	2	2	9
2017	2012	2012	2	27	7	7	14
2021	2018	2017	2	18	16	16	22
2017	2016	2015	16	10	1	1	0
2016	2014	2013	12	6	2	2	0
2025	2023	2022	0	2	2	31	0
2019	2019	2016	14	5	8	96	0
2020	2019	2019	2	0	14	15	0
2020	2019	2016	19	5	8	96	0
2022	2019	2019	2	2	6	6	0
2023	2022	2021	1	2	5	5	0
2023	2022	2021	0	6	5	5	3
2021	2019	2018	0	10	8	8	2
2023	2023	2016	0	6	8	96	0
2016	2016	2015	16	0	10	10	0
2023	2021	2016	5	5	8	96	0
2021	2020	2016	8	38	8	96	5
2016	2016	2015	0	3	10	10	2
2022	2021	2016	2	5	8	96	0
2022	2021	2020	1	6	6	6	2
2023	2017	2016	0	18	10	10	20
2021	2020	2020	5	0	1	1	0
2018	2018	2017	6	3	38	38	0
2020	2019	2019	9	0	14	15	0
2017	2016	2015	7	3	10	10	2
2018	2018	2017	12	0	38	38	0
2019	2017	2016	1	16	6	6	2
2021	2020	2017	5	140	20	22	21
2017	2012	2012	0	2	7	7	1
2021	2019	2018	5	6	7	7	5
2020	2017	2017	12	77	4	4	9
2025	2023	2023	0	0	1	1	0
2025	2023	2022	0	0	2	31	0
2020	2020	2016	0	0	6	6	0
2019	2015	2014	0	3	9	9	1
2017	2013	2000	0	0	19	19	0
2021	2021	2017	0	2	16	16	0
2021	2019	2018	9	6	12	12	0
2023	2022	2018	0	19	6	6	30
2024	2021	2018	2	22	7	7	5
2019	2017	2011	3	19	14	21	28
2025	2024	2021	0	29	7	12	26
2019	2018	2017	5	4	20	22	0
2024	2022	2021	0	2	11	11	1
2023	2018	2017	0	2	5	5	3
2019	2018	2017	16	11	20	22	0
2022	2022	2021	1	7	3	3	0
2022	2021	2020	0	3	3	6	3
2025	2024	2024	3	6	2	12	0
2019	2019	2018	3	3	12	12	2
2017	2014	2009	42	20	7	7	5
2025	2023	2022	0	5	2	31	0
2016	2015	2014	7	2	9	9	2
2020	2017	2016	2	0	5	5	0
2020	2020	2019	0	5	14	15	1
2023	2017	2016	0	0	4	4	1
2022	2022	2021	1	5	2	2	0
2020	2018	2017	0	122	38	38	41
2017	2017	2016	1	2	4	4	8
2022	2022	2021	12	1	3	3	0
2025	2024	2021	5	197	27	91	121
2022	2018	2017	5	12	10	10	5
2016	2015	2010	3	12	16	16	12
2019	2016	2016	9	34	4	4	0
2021	2019	2015	7	276	44	46	73
2023	2022	2016	0	79	26	26	29
2020	2018	2017	17	0	10	10	0
2024	2023	2016	0	69	8	96	5
2025	2023	2022	0	4	6	6	0
2024	2023	2022	0	4	6	8	4
2025	2025	2024	0	3	3	5	0
2024	2023	2022	0	3	2	31	0
2019	2018	2014	0	4	6	22	0
2016	2013	2013	2	0	1	1	0
2025	2025	2024	0	0	2	5	0
2022	2019	2019	10	1	5	5	0
2022	2022	2021	0	6	9	9	1
2025	2019	2019	0	5	5	5	2
2017	2016	2011	4	18	14	21	28
2025	2023	2022	0	9	2	31	0
2025	2022	2021	0	5	5	5	0
2025	2023	2022	0	1	7	7	2
2018	2016	2016	12	0	2	14	0
2020	2017	2016	3	5	5	5	4
2024	2021	2020	18	7	1	1	9
2018	2017	2014	6	49	9	9	22
2025	2021	2021	1	0	3	3	0
2018	2016	2016	7	5	4	4	0
2025	2024	2024	0	3	1	1	1
2018	2017	2017	141	99	6	6	0
2025	2025	2024	0	0	3	12	0
2019	2018	2017	1	2	4	4	3
2022	2019	2018	3	0	4	4	0
2020	2019	2011	4	20	14	21	28
2025	2025	2024	0	3	2	2	0
2025	2023	2022	0	2	2	31	0
2025	2023	2022	0	2	2	31	0
2022	2020	2018	2	16	6	6	30
2025	2025	2024	0	0	2	2	0
2022	2022	2016	0	4	17	40	0
2024	2024	2021	3	0	10	11	0
2023	2022	2021	2	0	4	4	0
2022	2020	2016	0	7	17	40	0
2021	2005	2004	0	8	16	16	1
2018	2014	2013	2	12	26	26	9
2025	2025	2024	1	0	1	1	0
2022	2021	2020	2	4	2	2	0
2025	2025	2024	0	0	2	5	0
2023	2023	2020	1	1	3	6	2
2019	2018	2017	0	2	4	4	3
2020	2020	2016	1	0	17	40	0
2023	2018	2017	0	8	4	4	21
2025	2024	2021	2	31	10	11	20
2025	2025	2024	0	5	1	2	5
2025	2025	2021	0	0	10	11	0
2024	2023	2022	0	0	8	8	0
2023	2021	2020	0	4	2	2	0
2025	2023	2022	0	2	2	31	0
2021	2018	2015	11	278	44	46	79
2016	2015	2014	2	4	4	4	0
2016	2014	2014	39	7	4	4	0
2021	2013	2012	1	1	8	8	0
2023	2023	2022	2	36	3	3	0
2025	2025	2020	0	0	10	10	0
2021	2020	2019	3	0	4	4	0
2016	2014	2013	19	2	4	4	0
2024	2022	2021	1	22	6	124	19
2024	2016	2015	2	56	2	17	3
2020	2018	2017	6	0	5	5	0
2025	2023	2022	0	3	2	31	0
2023	2017	2016	0	3	21	21	0
2020	2019	2018	1	4	4	4	27
2019	2018	2017	2	3	5	5	10
2023	2021	2010	0	19	16	16	45
2020	2017	2016	0	5	2	2	0
2020	2019	2018	9	5	9	9	0
2019	2017	2011	1	47	20	20	3
2019	2017	2014	20	21	6	22	83
2017	2017	2011	2	27	20	20	0
2021	2019	2019	8	4	5	5	2
2025	2023	2023	0	13	4	4	9
2016	2014	2011	6	16	14	21	28
2024	2023	2022	2	28	11	11	80
2017	2015	2008	15	31	26	26	40
2025	2023	2022	0	3	2	31	0
2020	2019	2011	0	25	20	20	0
2017	2015	2011	5	43	20	20	3
2022	2014	2013	0	2	26	26	5
2020	2019	2019	3	8	1	1	1
2025	2022	2021	0	6	6	6	10
2024	2023	2022	0	0	8	8	0
2016	2008	2008	0	6	11	11	0
2018	2018	2017	19	1	9	9	0
2019	2015	2014	0	13	8	8	10
2025	2023	2023	0	29	1	1	7
2022	2020	2020	0	11	27	27	11
2017	2017	2014	120	8	2	56	0
2025	2024	2023	1	5	2	2	1
2018	2014	2001	0	22	20	20	0
2020	2012	2011	0	0	10	10	10
2019	2012	2011	2	6	20	20	0
2024	2023	2022	1	1	4	4	65
2022	2016	2016	0	5	6	6	0
2025	2023	2022	0	2	2	31	0
2025	2025	2024	0	6	1	1	2
2022	2018	2017	1	4	5	5	0
2022	2022	2021	4	42	9	9	0
2020	2008	2007	0	9	5	5	1
2019	2017	2016	1	0	4	4	0
2024	2022	2021	1	43	9	9	0
2016	2015	2011	6	32	4	6	24
2021	2012	2011	0	1	7	7	0
2025	2024	2021	0	0	7	12	0
2023	2020	2019	1	83	2	5	29
2025	2021	2020	0	9	6	6	38
2023	2022	2021	0	7	5	5	0
2021	2006	2005	1	8	63	63	1
2023	2023	2022	0	0	6	6	0
2019	2016	2016	2	12	2	2	0
2018	2017	2016	1	4	6	6	0
2025	2022	2022	1	5	5	5	0
2024	2022	2022	0	0	5	5	0
2020	2017	2016	1	3	10	10	5
2021	2009	2008	0	6	12	12	1
2023	2015	2014	0	7	8	8	6
2016	2015	2015	2	0	1	1	0
2016	2015	2014	0	3	8	8	2
2017	2016	2016	3	10	6	6	2
2018	2017	2016	1	14	6	6	2
2024	2022	2021	9	30	16	16	33
2025	2018	2017	0	2	9	9	0
2018	2017	2016	4	5	10	10	8
2023	2022	2021	0	3	16	16	1
2023	2022	2021	5	6	16	16	0
2018	2018	2017	14	5	9	9	0
2020	2019	2018	16	115	8	10	23
2019	2012	2011	0	6	20	20	1
2024	2021	2018	0	45	12	12	3
2025	2021	2020	0	1	6	6	2
2024	2021	2018	0	12	3	3	46
